"Sales
 Rank",Segment,Make,Model,Category,Monthly Average,2024 YTD,2025 YTD,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25
15,SUV Large < $80K,Isuzu,MU-X,Outdoor Media Spend,"$33,926","$251,380","$562,837",$0,$0,$0,$0,$0,$0,"$26,164","$87,558",$0,"$85,383",$0,"$52,275",$0,$0,$0,$0,$0,$0,"$279,485","$283,352",$0,$0,$0,$0
15,SUV Large < $80K,Isuzu,MU-X,Regional FTA TV Media Spend,"$44,244","$281,947","$401,971","$78,645","$29,676","$57,392","$60,710","$13,161","$23,656","$24,502","$21,093","$35,938","$74,754","$46,336","$42,507","$42,400","$47,346","$42,385","$19,389","$31,056","$20,357","$80,657","$37,965","$75,916","$63,903","$56,850","$35,267"
15,SUV Large < $80K,Isuzu,MU-X,Satellite TV Media Spend,"$49,888","$275,165","$507,584","$136,248","$17,661","$42,419","$50,650","$9,493","$12,686","$11,476","$15,720","$27,147","$86,884","$67,740","$44,019","$99,867","$29,269","$17,995","$20,442","$35,326","$24,117","$68,834","$87,688","$132,717","$88,859","$53,340","$16,703"
15,SUV Large < $80K,Isuzu,MU-X,Metro Radio Media Spend,"$46,017","$292,105","$177,109","$39,076","$137,254","$85,276","$286,333","$13,472","$29,410","$26,494","$21,283","$69,234","$41,802","$55,417","$34,993","$40,941","$21,124","$17,846","$7,340","$8,064","$6,059","$76,933","$14,380","$20,345","$15,442","$15,477","$20,409"
15,SUV Large < $80K,Isuzu,MU-X,Regional Radio Media Spend,"$15,025","$119,365","$72,465",$0,"$40,213","$44,963","$49,486","$6,531","$26,626","$19,489","$11,670","$28,053",$0,"$21,959","$5,037","$6,286","$10,456","$10,908","$6,450","$6,286","$1,455","$8,287","$9,693","$15,560","$11,384","$13,464","$6,336"
15,SUV Large < $80K,Isuzu,MU-X,Model Launch,,,,,,,,New Variant,,,,,,,,,Limited Edition,,,,,Facelift,,,,,
16,PU/CC,Mitsubishi,Triton,Sales,1000,7679,9010,534,910,865,710,749,924,1444,867,890,1238,758,809,1024,1032,1017,1224,839,1032,1457,848,1089,1520,1148,1077
16,PU/CC,Mitsubishi,Triton,Segment Market Share (Sales),5.97%,6.56%,7.35%,3.53%,5.52%,4.92%,4.17%,5.51%,6.07%,9.67%,6.50%,5.76%,6.98%,5.90%,5.79%,7.63%,7.83%,8.38%,9.88%,7.09%,7.31%,8.89%,6.33%,7.04%,7.04%,8.01%,6.93%
16,PU/CC,Mitsubishi,Triton,Above the Line Weighted Incentive,"$5,346,882","$16,646,555","$80,201,342","$414,167","$145,407","$157,494","$771,069","$839,714","$2,123,971","$2,132,714","$1,601,857","$970,516","$3,344,608","$1,807,186","$3,825,991","$6,218,302","$6,270,183","$7,785,057","$9,715,603","$7,163,603","$10,070,519","$14,466,680","$6,874,435","$10,561,960","$12,076,500","$9,869,737","$9,117,908"
16,PU/CC,Mitsubishi,Triton,Retail Offer,,,,"Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway","Pack
 ***
 Driveaway"
16,PU/CC,Mitsubishi,Triton,High CPV,"$8,256","$5,909","$12,851","$4,022","$1,641","$1,791","$5,184","$5,184","$7,184","$7,184","$7,032","$2,810","$5,814","$5,814","$6,249","$7,389","$8,442","$9,802","$9,802","$10,302","$13,820","$13,820","$9,302","$13,820","$13,820","$13,960","$13,960"
16,PU/CC,Mitsubishi,Triton,Low CPV,"$3,137","$2,270","$3,721",$763,$763,$763,$763,$763,"$3,141","$2,000","$2,810","$2,810","$1,000","$1,000","$4,638","$4,638","$4,626","$7,615","$7,415","$2,500","$3,000","$4,000","$2,915","$3,835","$3,835","$4,842","$4,842"
16,PU/CC,Mitsubishi,Triton,High RRP,"$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990","$71,990"
16,PU/CC,Mitsubishi,Triton,Low RRP,"$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240","$24,240"
16,PU/CC,Mitsubishi,Triton,Total Media Spend,"$1,316,248","$13,891,295","$9,286,841","$690,528","$177,037","$479,209","$608,265","$1,323,443","$494,136","$2,699,987","$1,729,004","$2,996,345","$880,302","$1,505,979","$2,262,099","$2,023,651","$1,479,708","$1,319,037","$1,634,391","$537,434","$1,222,622","$1,338,814","$7,335","$1,470,964","$1,991,076","$1,797,823","$920,773"
16,PU/CC,Mitsubishi,Triton,Non-Retail Media Spend,"$890,293","$11,634,740","$5,344,656","$690,528","$177,037",$0,$0,$0,$0,"$2,621,669","$1,729,004","$2,994,033","$880,302","$1,505,979","$1,903,753","$776,981","$1,071,389","$663,115","$1,008,585","$147,591","$12,038","$6,010","$7,335","$926,042","$1,528,961","$1,795,906","$920,773"
16,PU/CC,Mitsubishi,Triton,Retail Media Spend,"$425,955","$2,256,555","$3,942,185",$0,$0,"$479,209","$608,265","$1,323,443","$494,136","$78,318",$0,"$2,312",$0,$0,"$358,346","$1,246,670","$408,319","$655,922","$625,806","$389,843","$1,210,584","$1,332,804",$0,"$544,922","$462,115","$1,917",$0
16,PU/CC,Mitsubishi,Triton,Share Of Spend (Segment),21.87%,25.58%,20.58%,5.50%,1.40%,4.30%,8.40%,12.90%,3.70%,15.30%,13.70%,18.30%,8.50%,15.50%,22.60%,20.90%,17.00%,12.90%,17.10%,8.70%,12.80%,9.70%,0.10%,12.10%,13.00%,12.20%,7.80%
16,PU/CC,Mitsubishi,Triton,Cost Per Sale,"$1,316","$1,809","$1,031","$1,293",$195,$554,$857,"$1,767",$535,"$1,870","$1,994","$3,367",$711,"$1,987","$2,796","$1,976","$1,434","$1,297","$1,335",$641,"$1,185",$919,$9,"$1,351","$1,310","$1,566",$855
16,PU/CC,Mitsubishi,Triton,Metro FTA TV Media Spend,"$613,115","$6,345,079","$4,697,679",$0,$0,"$68,847","$442,469","$474,723","$262,209","$1,153,141","$830,094","$1,427,069","$465,095","$836,537","$896,211","$1,249,353","$680,072","$516,215","$715,052","$13,262","$661,772","$853,819",$0,"$619,729","$930,388","$995,036","$623,673"
16,PU/CC,Mitsubishi,Triton,Outdoor Media Spend,"$182,166","$2,465,122","$1,264,772","$198,892",$0,$0,$0,$0,$0,"$549,884","$215,186","$802,218","$155,927","$187,223","$554,684",$0,"$110,600","$153,789","$178,809","$405,747","$95,914","$116,743",$0,"$110,785","$140,815","$394,768",$0
16,PU/CC,Mitsubishi,Triton,Regional FTA TV Media Spend,"$243,253","$2,607,444","$1,311,370",$0,$0,"$43,672","$165,796","$218,522","$78,702","$398,939","$311,210","$591,967","$223,518","$377,849","$406,737","$485,419","$222,272","$475,117","$526,973","$7,823","$230,122","$248,879",$0,"$154,299","$349,914","$202,699","$117,634"
16,PU/CC,Mitsubishi,Triton,Satellite TV Media Spend,"$41,701","$590,718","$163,502",$0,$0,$0,$0,"$24,987","$19,929","$100,168","$109,375","$163,807","$33,130","$100,246","$39,076","$75,139","$44,857","$62,701","$63,914","$9,106","$45,657","$21,586",$0,"$7,747","$30,049","$28,753","$20,604"
16,PU/CC,Mitsubishi,Triton,Metro Radio Media Spend,"$151,580","$1,111,941","$1,129,809","$383,042","$167,451","$288,522",$0,"$298,497","$64,654","$288,548","$129,670","$1,379","$1,711","$1,414","$326,068","$155,266","$245,683","$72,192","$84,012","$99,866","$97,703","$63,098","$3,813","$294,718","$285,673","$136,538","$148,400"
16,PU/CC,Mitsubishi,Triton,Regional Radio Media Spend,"$84,433","$770,991","$719,709","$108,594","$9,586","$78,168",$0,"$306,714","$68,642","$209,307","$133,469","$9,905",$921,"$2,710","$39,323","$58,474","$176,224","$39,023","$65,631","$1,630","$91,454","$34,689","$3,522","$283,686","$254,237","$40,029","$10,462"
16,PU/CC,Mitsubishi,Triton,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,SUV Medium < $60K,GWM,Haval H6,Sales,1016,7503,8705,1079,812,1111,1280,874,924,1066,926,1065,1073,791,784,1083,934,901,966,907,1025,1302,932,1134,1212,1103,1090
17,SUV Medium < $60K,GWM,Haval H6,Segment Market Share (Sales),6.27%,6.47%,7.10%,7.60%,5.93%,8.42%,11.01%,7.79%,6.83%,6.76%,6.81%,7.19%,6.58%,5.24%,5.04%,7.37%,6.54%,6.73%,6.92%,6.64%,7.09%,8.09%,7.56%,7.89%,6.45%,6.46%,6.88%
17,SUV Medium < $60K,GWM,Haval H6,Above the Line Weighted Incentive,"$1,571,751","$8,548,500","$10,762,319","$939,750","$1,844,090","$1,484,000","$1,646,500","$1,178,000","$1,255,000","$1,419,000","$1,316,000","$740,000","$737,000","$1,349,500","$554,000","$2,194,000","$2,882,357","$3,142,963","$4,277,548","$2,988,876","$2,589,164","$1,942,279","$519,000","$652,000","$841,000","$609,000","$621,000"
17,SUV Medium < $60K,GWM,Haval H6,Retail Offer,,,,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway
17,SUV Medium < $60K,GWM,Haval H6,High CPV,"$4,327","$2,563","$5,967","$3,000","$4,500","$2,500","$2,500","$2,500","$2,500","$2,500","$2,500","$2,500","$2,500","$3,500","$2,000","$3,500","$4,610","$5,750","$9,245","$9,245","$9,245","$9,245","$4,000","$4,000","$4,000","$4,000","$4,000"
17,SUV Medium < $60K,GWM,Haval H6,Low CPV,"$1,978","$1,143","$3,000",$500,"$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$2,000",$0,"$1,000","$3,000","$3,000","$3,000","$3,000","$3,000","$3,000","$3,000","$3,000","$3,000","$3,000","$3,000"
17,SUV Medium < $60K,GWM,Haval H6,High RRP,"$49,303","$45,553","$53,990","$46,490","$46,490","$46,490","$46,490","$46,490","$46,490","$46,490","$44,990","$44,990","$44,990","$44,990","$44,990","$44,990","$43,990","$55,990","$55,990","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990"
17,SUV Medium < $60K,GWM,Haval H6,Low RRP,"$32,990","$32,740","$33,615","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$30,990","$30,990","$30,990","$30,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990"
17,SUV Medium < $60K,GWM,Haval H6,Total Media Spend,"$340,258","$2,105,853","$3,945,103","$308,565","$481,117","$553,632","$195,918","$708,441","$436,904","$606,148","$111,141","$40,575","$8,033","$78,465","$116,146","$30,781","$285,329","$178,241","$81,655","$126,173","$281,030","$990,187","$453,183","$276,413","$204,728","$1,106,957","$506,432"
17,SUV Medium < $60K,GWM,Haval H6,Non-Retail Media Spend,"$222,169","$1,412,499","$2,445,425","$142,428","$481,117","$553,632","$195,918","$640,239","$306,580","$404,686","$6,004","$6,534","$8,033","$18,076","$22,347","$16,614",$0,"$2,765","$81,655","$6,102","$36,898","$586,729","$37,698","$184,442","$24,475","$1,062,649","$506,432"
17,SUV Medium < $60K,GWM,Haval H6,Retail Media Spend,"$118,089","$693,354","$1,499,678","$166,137",$0,$0,$0,"$68,202","$130,324","$201,462","$105,137","$34,041",$0,"$60,389","$93,799","$14,167","$285,329","$175,476",$0,"$120,071","$244,132","$403,458","$415,485","$91,971","$180,253","$44,308",$0
17,SUV Medium < $60K,GWM,Haval H6,Share Of Spend (Segment),8.99%,8.21%,11.41%,5.50%,7.00%,12.50%,7.10%,28.40%,15.20%,13.10%,3.90%,1.40%,0.20%,2.50%,3.30%,1.10%,9.50%,4.70%,4.20%,5.70%,12.40%,16.80%,15.60%,6.90%,5.20%,16.30%,7.00%
17,SUV Medium < $60K,GWM,Haval H6,Cost Per Sale,$335,$281,$453,$286,$593,$498,$153,$811,$473,$569,$120,$38,$7,$99,$148,$28,$305,$198,$85,$139,$274,$761,$486,$244,$169,"$1,004",$465
17,SUV Medium < $60K,GWM,Haval H6,Metro FTA TV Media Spend,"$195,092","$1,637,443","$1,925,210","$9,429","$358,096","$222,947","$157,038","$530,763","$328,997","$466,734","$88,993","$34,149","$8,033","$71,473","$108,301","$27,214","$226,274","$118,555",$0,"$83,042","$3,552","$288,259","$325,054",$0,"$135,892","$771,712","$317,699"
17,SUV Medium < $60K,GWM,Haval H6,Outdoor Media Spend,"$67,775",$0,"$990,116","$297,457",$0,"$257,367",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$81,655",$0,"$36,898","$586,729","$37,698","$184,442","$49,328","$35,196","$59,825"
17,SUV Medium < $60K,GWM,Haval H6,Regional FTA TV Media Spend,"$49,547","$379,398","$532,767","$1,679","$88,444","$52,642","$23,320","$133,660","$88,912","$118,361","$19,425","$4,203",$0,"$6,992","$7,845","$3,567","$56,113","$51,208",$0,"$43,131",$256,"$52,882","$76,099",$0,"$19,508","$244,851","$96,040"
17,SUV Medium < $60K,GWM,Haval H6,Satellite TV Media Spend,"$17,830","$89,012","$256,686",$0,"$34,577","$20,676","$15,560","$44,018","$18,995","$21,053","$2,723","$2,223",$0,$0,$0,$0,"$2,942","$8,478",$0,$0,$0,"$62,317","$14,332","$91,971",$0,"$55,198","$32,868"
17,SUV Medium < $60K,GWM,Haval H6,Metro Radio Media Spend,"$10,014",$0,"$240,324",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$240,324",$0,$0,$0,$0,$0,$0
17,SUV Medium < $60K,GWM,Haval H6,Regional Radio Media Spend,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
17,SUV Medium < $60K,GWM,Haval H6,Model Launch,,,,,,,,,,,,,,,,,New Variant,,Tech Change,,,New Variant,,,,Facelift,
18,SUV Medium < $60K,Mitsubishi,Outlander,Sales,1174,10303,8149,1769,1479,1376,1091,1220,1299,1409,967,1456,2062,1005,885,1234,868,994,905,1100,1261,1331,667,834,857,1098,1001
18,SUV Medium < $60K,Mitsubishi,Outlander,Segment Market Share (Sales),7.25%,8.89%,6.65%,12.45%,10.81%,10.43%,9.38%,10.87%,9.60%,8.94%,7.11%,9.83%,12.64%,6.66%,5.69%,8.40%,6.08%,7.42%,6.48%,8.05%,8.72%,8.27%,5.41%,5.80%,4.56%,6.43%,6.32%
18,SUV Medium < $60K,Mitsubishi,Outlander,Above the Line Weighted Incentive,"$1,291,462","$9,361,561","$12,386,512","$626,344","$1,125,796","$509,067","$380,079","$484,005","$1,165,334","$1,089,558","$132,871","$1,765,906","$2,601,161","$1,131,885","$990,841","$2,155,540","$968,712","$1,122,387","$1,067,634","$1,705,302","$1,874,482","$1,788,560","$156,088",$0,"$2,098,235","$2,287,854","$2,475,990"
18,SUV Medium < $60K,Mitsubishi,Outlander,Retail Offer,,,,"Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition","Driveaway
 ***
 Limited Edition"
18,SUV Medium < $60K,Mitsubishi,Outlander,High CPV,"$2,743","$1,764","$4,947",$879,"$1,727",$887,$807,$807,"$1,726","$1,726",$947,"$2,226","$2,226","$2,226","$2,226","$3,366","$2,226","$2,226","$2,226","$3,226","$3,226","$3,226","$2,947",$0,"$5,287","$6,427","$10,287"
18,SUV Medium < $60K,Mitsubishi,Outlander,Low CPV,$571,$476,$512,$0,$0,$0,$0,$0,$310,$310,$0,$310,$310,$810,$810,"$1,046",$810,$810,$610,$610,$906,$906,$24,$0,$810,$164,$164
18,SUV Medium < $60K,Mitsubishi,Outlander,High RRP,"$73,257","$73,290","$73,790","$70,990","$71,790","$71,790","$71,790","$71,790","$71,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790"
18,SUV Medium < $60K,Mitsubishi,Outlander,Low RRP,"$38,057","$37,740","$38,753","$37,240","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$39,540","$39,540","$39,990","$39,990"
18,SUV Medium < $60K,Mitsubishi,Outlander,Total Media Spend,"$772,784","$4,942,624","$5,256,754","$2,576,591","$1,668,331","$1,182,897","$553,744","$742,752","$898,939","$622,879","$911,014","$388,326","$447,371","$835,677","$95,666","$360,938","$208,449","$1,623,375","$173,103","$923,438","$414,370","$622,923","$11,987","$301,488","$293,956","$1,236,745","$1,451,847"
18,SUV Medium < $60K,Mitsubishi,Outlander,Non-Retail Media Spend,"$649,334","$3,988,462","$3,858,088","$2,576,591","$1,668,331","$1,182,897","$553,744","$742,752","$670,180","$418,125","$911,014","$133,721","$181,327","$835,677","$95,666",$0,"$208,449","$1,517,307","$30,138","$923,438","$62,781","$171,290","$11,987",$0,$0,"$1,236,745","$1,451,847"
18,SUV Medium < $60K,Mitsubishi,Outlander,Retail Media Spend,"$123,450","$954,162","$1,398,666",$0,$0,$0,$0,$0,"$228,759","$204,754",$0,"$254,605","$266,044",$0,$0,"$360,938",$0,"$106,068","$142,965",$0,"$351,589","$451,633",$0,"$301,488","$293,956",$0,$0
18,SUV Medium < $60K,Mitsubishi,Outlander,Share Of Spend (Segment),20.41%,19.27%,15.21%,46.20%,24.20%,26.80%,20.00%,29.80%,31.20%,13.50%,32.30%,13.40%,13.40%,27.00%,2.70%,13.00%,6.90%,42.60%,8.80%,41.80%,18.20%,10.50%,0.40%,7.50%,7.50%,18.20%,20.20%
18,SUV Medium < $60K,Mitsubishi,Outlander,Cost Per Sale,$658,$480,$645,"$1,457","$1,128",$860,$508,$609,$692,$442,$942,$267,$217,$832,$108,$292,$240,"$1,633",$191,$839,$329,$468,$18,$361,$343,"$1,126","$1,450"
18,SUV Medium < $60K,Mitsubishi,Outlander,Metro FTA TV Media Spend,"$449,833","$2,497,836","$3,430,675","$1,744,623","$1,263,784","$783,606","$244,936","$429,448","$444,729","$230,487","$388,229","$228,438","$147,483","$556,410","$72,612","$178,829","$14,406","$617,139","$20,167","$420,469","$279,592","$337,211",$0,"$179,717","$172,146","$905,457","$1,136,083"
18,SUV Medium < $60K,Mitsubishi,Outlander,Outdoor Media Spend,"$120,574","$810,731","$386,791","$376,710","$174,998","$186,310","$189,054","$83,997","$86,995","$114,198","$343,061","$37,314","$145,166",$0,$0,$0,"$175,171","$584,207","$9,796","$92,162","$38,174","$166,661","$11,987",$0,$0,"$77,807",$0
18,SUV Medium < $60K,Mitsubishi,Outlander,Regional FTA TV Media Spend,"$137,117","$1,047,048","$982,989","$361,375","$204,905","$193,567","$90,798","$190,223","$184,240","$93,904","$168,335","$59,946","$77,964","$250,842","$21,594","$85,105","$18,872","$305,975",$175,"$230,121","$70,697","$60,835",$0,"$50,019","$64,900","$222,258","$284,159"
18,SUV Medium < $60K,Mitsubishi,Outlander,Satellite TV Media Spend,"$29,914","$251,258","$283,310","$93,883","$24,644","$19,414","$28,956","$39,084","$80,805","$46,825","$11,389","$8,012","$35,258","$28,425","$1,460","$6,487",$0,"$9,986",$0,"$180,686","$18,958","$10,709",$0,"$5,928","$4,201","$31,223","$31,605"
18,SUV Medium < $60K,Mitsubishi,Outlander,Metro Radio Media Spend,"$21,060","$208,664","$76,837",$0,$0,$0,$0,$0,"$52,602","$89,621",$0,"$34,093","$32,348",$0,$0,"$68,435",$0,"$69,555","$81,943",$0,"$3,256","$26,820",$0,"$24,929","$21,832",$0,$0
18,SUV Medium < $60K,Mitsubishi,Outlander,Regional Radio Media Spend,"$14,286","$127,087","$96,152",$0,$0,$0,$0,$0,"$49,568","$47,844",$0,"$20,523","$9,152",$0,$0,"$22,082",$0,"$36,513","$61,022",$0,"$3,693","$20,687",$0,"$40,895","$30,877",$0,$0
18,SUV Medium < $60K,Mitsubishi,Outlander,Model Launch,,,,,Tech Change,,,,,New Variant,,,,,,,,,,,,,,,,Facelift,
19,SUV Small < $45K,MG,MG ZST,Sales,871,6782,7908,920,1094,809,629,851,1013,838,751,803,896,782,848,726,892,672,474,811,801,1298,729,768,838,690,1973
19,SUV Small < $45K,MG,MG ZST,Segment Market Share (Sales),7.65%,8.24%,8.38%,8.61%,10.19%,8.18%,7.72%,8.68%,9.18%,7.73%,7.97%,7.75%,7.65%,7.77%,9.35%,7.65%,9.41%,6.22%,5.24%,7.78%,6.57%,10.65%,7.13%,6.47%,6.23%,6.01%,15.79%
19,SUV Small < $45K,MG,MG ZST,Above the Line Weighted Incentive,"$2,517,140","$3,767,000","$29,641,873","$1,934,000","$2,287,000",$0,$0,$0,"$1,519,500","$1,582,000",$0,$0,$0,$0,"$665,500","$684,500","$2,198,000","$1,350,500","$928,500","$1,562,500","$559,500","$4,919,296","$2,766,607","$2,875,824","$3,161,124","$2,546,976","$11,250,046"
19,SUV Small < $45K,MG,MG ZST,Retail Offer,,,,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back
19,SUV Small < $45K,MG,MG ZST,High CPV,"$2,889","$1,667","$3,703","$2,500","$2,500",$0,$0,$0,"$1,500","$2,500",$0,$0,$0,$0,"$1,000","$1,500","$3,000","$2,500","$2,500","$2,500","$1,500","$4,804","$3,804","$3,804","$3,804","$3,702","$5,702"
19,SUV Small < $45K,MG,MG ZST,Low CPV,"$2,107","$1,000","$2,857","$1,350","$1,500",$0,$0,$0,$0,"$1,500",$0,$0,$0,$0,$500,$500,"$2,500","$1,500","$1,500","$1,500","$1,500","$4,804",$39,"$3,804","$3,804","$3,702","$3,702"
19,SUV Small < $45K,MG,MG ZST,High RRP,"$32,619","$32,178","$32,940","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$34,990","$30,490","$30,490","$30,490","$31,490","$31,490","$31,490","$31,490","$31,490","$31,490","$31,490","$31,490","$33,423","$33,423","$33,423","$33,423","$33,423","$33,423"
19,SUV Small < $45K,MG,MG ZST,Low RRP,"$26,632","$26,428","$26,477","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$25,490","$25,490","$25,490","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$22,888","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990"
19,SUV Small < $45K,MG,MG ZST,Total Media Spend,"$79,842","$1,222,498","$78,093",$0,$0,$50,$0,"$44,399","$223,567","$491,277",$0,"$136,958","$150,673",$0,"$175,624","$615,574",$0,$0,$0,$0,"$16,397","$61,696",$0,$0,$0,$0,$0
19,SUV Small < $45K,MG,MG ZST,Non-Retail Media Spend,$136,"$3,254",$0,$0,$0,$0,$0,$0,$0,"$3,254",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
19,SUV Small < $45K,MG,MG ZST,Retail Media Spend,"$79,707","$1,219,244","$78,093",$0,$0,$50,$0,"$44,399","$223,567","$488,023",$0,"$136,958","$150,673",$0,"$175,624","$615,574",$0,$0,$0,$0,"$16,397","$61,696",$0,$0,$0,$0,$0
19,SUV Small < $45K,MG,MG ZST,Share Of Spend (Segment),4.12%,10.33%,0.61%,0.00%,0.00%,0.00%,0.00%,2.20%,14.90%,25.60%,0.00%,5.50%,7.90%,0.00%,12.80%,16.10%,0.00%,0.00%,0.00%,0.00%,0.60%,2.70%,0.00%,0.00%,0.00%,0.00%,0.00%
19,SUV Small < $45K,MG,MG ZST,Cost Per Sale,$92,$180,$10,$0,$0,$0,$0,$52,$221,$586,$0,$171,$168,$0,$207,$848,$0,$0,$0,$0,$20,$48,$0,$0,$0,$0,$0
19,SUV Small < $45K,MG,MG ZST,Metro FTA TV Media Spend,"$46,378","$612,839",$0,$0,$0,$50,$0,"$21,390","$69,021","$274,715",$0,"$78,516","$37,950",$0,"$131,247","$500,185",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
19,SUV Small < $45K,MG,MG ZST,Outdoor Media Spend,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
19,SUV Small < $45K,MG,MG ZST,Regional FTA TV Media Spend,"$13,394","$206,065",$0,$0,$0,$0,$0,"$23,009","$20,491","$90,559",$0,"$17,265","$10,364",$0,"$44,377","$115,389",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
19,SUV Small < $45K,MG,MG ZST,Satellite TV Media Spend,$157,"$3,763",$0,$0,$0,$0,$0,$0,$345,"$3,418",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
19,SUV Small < $45K,MG,MG ZST,Metro Radio Media Spend,"$19,154","$399,831","$59,855",$0,$0,$0,$0,$0,"$133,710","$122,585",$0,"$41,177","$102,359",$0,$0,$0,$0,$0,$0,$0,"$16,397","$43,458",$0,$0,$0,$0,$0
19,SUV Small < $45K,MG,MG ZST,Regional Radio Media Spend,$760,$0,"$18,238",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$18,238",$0,$0,$0,$0,$0
19,SUV Small < $45K,MG,MG ZST,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PU/CC,Mazda,BT-50,Sales,933,7254,7771,904,918,1055,914,866,1001,935,804,929,1058,779,882,928,853,964,835,873,1107,934,904,1017,1206,881,849
